species,category,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state,acceptedName,ssp_subpop
Gila cypha,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Humpback Chub,Decreasing,FALSE,TRUE,FALSE,utah,Gila cypha,
Gila cypha,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Humpback Chub,Decreasing,FALSE,TRUE,FALSE,wyoming,Gila cypha,
Gila ditaenia,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Sonora Chub,Decreasing,FALSE,TRUE,FALSE,arizona,Gila ditaenia,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,arizona,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,california,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,colorado,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,nevada,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,new mexico,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,utah,Gila elegans,
Gila elegans,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Bonytail,Decreasing,FALSE,TRUE,FALSE,wyoming,Gila elegans,
Gila intermedia,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Gila Chub,Decreasing,FALSE,TRUE,FALSE,arizona,Gila intermedia,
Gila intermedia,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Gila Chub,Decreasing,FALSE,TRUE,FALSE,new mexico,Gila intermedia,
Gila nigrescens,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Chihuahua Chub,Decreasing,FALSE,TRUE,FALSE,new mexico,Gila nigrescens,
Gila orcuttii,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Arroyo Chub,Decreasing,FALSE,TRUE,FALSE,california,Gila orcuttii,
Gila purpurea,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Yaqui Chub,Increasing,FALSE,TRUE,FALSE,arizona,Gila purpurea,
Gila seminuda,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Virgin River Chub,Decreasing,FALSE,TRUE,FALSE,arizona,Gila seminuda,
Gila seminuda,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Virgin River Chub,Decreasing,FALSE,TRUE,FALSE,nevada,Gila seminuda,
Gila seminuda,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Gila,Virgin River Chub,Decreasing,FALSE,TRUE,FALSE,utah,Gila seminuda,
Glacicavicola bathyscioides,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,LEIODIDAE,Glacicavicola,Blind Cave Beetle,NA,FALSE,FALSE,TRUE,idaho,Glacicavicola bathyscioides,
Glacicavicola bathyscioides,VU,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,LEIODIDAE,Glacicavicola,Blind Cave Beetle,NA,FALSE,FALSE,TRUE,wyoming,Glacicavicola bathyscioides,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,connecticut,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,iowa,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,maine,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,maryland,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,massachusetts,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,michigan,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,minnesota,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,new hampshire,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,new jersey,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,new york,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,ohio,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,pennsylvania,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,rhode island,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,vermont,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,virginia,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,west virginia,Glyptemys insculpta,
Glyptemys insculpta,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Wood Turtle,Decreasing,FALSE,TRUE,TRUE,wisconsin,Glyptemys insculpta,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,connecticut,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,delaware,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,georgia,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,maryland,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,massachusetts,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,new jersey,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,new york,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,north carolina,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,pennsylvania,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,south carolina,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,tennessee,Glyptemys muhlenbergii,
Glyptemys muhlenbergii,CR,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Glyptemys,Bog Turtle,Unknown,FALSE,TRUE,TRUE,virginia,Glyptemys muhlenbergii,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,california,Gonidea angulata,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,idaho,Gonidea angulata,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,montana,Gonidea angulata,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,nevada,Gonidea angulata,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,oregon,Gonidea angulata,
Gonidea angulata,VU,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Gonidea,Western Ridged Mussel,Decreasing,FALSE,TRUE,FALSE,washington,Gonidea angulata,
Gopherus agassizii,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Mojave Desert Tortoise,NA,FALSE,FALSE,TRUE,arizona,Gopherus morafkai,
Gopherus agassizii,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Mojave Desert Tortoise,NA,FALSE,FALSE,TRUE,california,Gopherus morafkai,
Gopherus agassizii,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Mojave Desert Tortoise,NA,FALSE,FALSE,TRUE,nevada,Gopherus morafkai,
Gopherus agassizii,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Mojave Desert Tortoise,NA,FALSE,FALSE,TRUE,utah,Gopherus morafkai,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,alabama,Gopherus polyphemus,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,florida,Gopherus polyphemus,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,georgia,Gopherus polyphemus,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,louisiana,Gopherus polyphemus,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,mississippi,Gopherus polyphemus,
Gopherus polyphemus,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Gopherus,Gopher Tortoise,NA,FALSE,FALSE,TRUE,south carolina,Gopherus polyphemus,
Gossypium thurberi,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,Gossypium,Wild Cotton,Decreasing,FALSE,FALSE,TRUE,arizona,Gossypium thurberi,
Gouania meyenii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Gouania,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Gouania meyenii,
Gouania vitifolia,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,RHAMNACEAE,Gouania,Oahu Chewstick,Decreasing,FALSE,FALSE,TRUE,hawaii,Gouania vitifolia,
Graptemys barbouri,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Barbour's Map Turtle,Decreasing,FALSE,TRUE,TRUE,alabama,Graptemys barbouri,
Graptemys barbouri,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Barbour's Map Turtle,Decreasing,FALSE,TRUE,TRUE,florida,Graptemys barbouri,
Graptemys barbouri,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Barbour's Map Turtle,Decreasing,FALSE,TRUE,TRUE,georgia,Graptemys barbouri,
Graptemys caglei,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Cagle's Map Turtle,Decreasing,FALSE,TRUE,TRUE,texas,Graptemys caglei,
Graptemys flavimaculata,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Yellow Blotched Sawback,Decreasing,FALSE,TRUE,TRUE,mississippi,Graptemys flavimaculata,
Graptemys gibbonsi,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Pascagoula Map Turtle,Decreasing,FALSE,TRUE,TRUE,mississippi,Graptemys gibbonsi,
Graptemys oculifera,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Ringed Sawback,Unknown,FALSE,TRUE,TRUE,louisiana,Graptemys oculifera,
Graptemys oculifera,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Ringed Sawback,Unknown,FALSE,TRUE,TRUE,mississippi,Graptemys oculifera,
Graptemys pearlensis,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Pearl River Map Turtle,Decreasing,FALSE,TRUE,TRUE,louisiana,Graptemys pearlensis,
Graptemys pearlensis,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Graptemys,Pearl River Map Turtle,Decreasing,FALSE,TRUE,TRUE,mississippi,Graptemys pearlensis,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,arkansas,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,florida,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,georgia,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,illinois,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,iowa,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,kansas,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,kentucky,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,louisiana,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,minnesota,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,montana,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,nebraska,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,north dakota,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,oklahoma,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,south dakota,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,tennessee,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,texas,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,utah,Grus americana,
Grus americana,EN,ANIMALIA,CHORDATA,AVES,GRUIFORMES,GRUIDAE,Grus,Whooping Crane,Increasing,TRUE,TRUE,TRUE,wisconsin,Grus americana,
Grylloblatta chirurgica,VU,ANIMALIA,ARTHROPODA,INSECTA,GRYLLOBLATTODEA,GRYLLOBLATTIDAE,Grylloblatta,Mount St. Helens' Grylloblattid,NA,FALSE,FALSE,TRUE,washington,Grylloblatta chirurgica,
Gulickia alexandri,CR,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Gulickia,NA,NA,FALSE,FALSE,TRUE,hawaii,Gulickia alexandri,
Gymnogyps californianus,CR,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,California Condor,Increasing,FALSE,FALSE,TRUE,arizona,Gymnogyps californianus,
Gymnogyps californianus,CR,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,California Condor,Increasing,FALSE,FALSE,TRUE,california,Gymnogyps californianus,
Gymnogyps californianus,CR,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,California Condor,Increasing,FALSE,FALSE,TRUE,oregon,Gymnogyps californianus,
Gymnogyps californianus,CR,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Gymnogyps,California Condor,Increasing,FALSE,FALSE,TRUE,washington,Gymnogyps californianus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,arizona,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,california,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,colorado,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,idaho,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,montana,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,nebraska,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,nevada,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,new mexico,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,oklahoma,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,oregon,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,south dakota,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,texas,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,utah,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,washington,Gymnorhinus cyanocephalus,
Gymnorhinus cyanocephalus,VU,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CORVIDAE,Gymnorhinus,Pinyon Jay,Decreasing,FALSE,FALSE,TRUE,wyoming,Gymnorhinus cyanocephalus,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,massachusetts,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,rhode island,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,connecticut,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,new york,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,new jersey,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,delaware,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,maryland,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,virginia,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,north carolina,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,south carolina,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,georgia,Gymnura altavela,
Gymnura altavela,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GYMNURIDAE,Gymnura,Spiny Butterfly Ray,Decreasing,TRUE,FALSE,FALSE,florida,Gymnura altavela,
Gyrinophilus gulolineatus,EN,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,Berry Cave Salamander,Decreasing,FALSE,TRUE,FALSE,tennessee,Gyrinophilus gulolineatus,
Gyrinophilus palleucus,VU,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,PLETHODONTIDAE,Gyrinophilus,Tennessee Cave Salamander,Decreasing,FALSE,TRUE,TRUE,alabama,Gyrinophilus palleucus,
