species,category,kingdom,phylum,class,order,family,genus,main_common_name,population_trend,marine_system,freshwater_system,terrestrial_system,state,acceptedName,ssp_subpop
Coregonus hoyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Bloater,NA,FALSE,TRUE,FALSE,wisconsin,Coregonus hoyi,
Coregonus kiyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,indiana,Coregonus kiyi,
Coregonus kiyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,michigan,Coregonus kiyi,
Coregonus kiyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,minnesota,Coregonus kiyi,
Coregonus kiyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,new york,Coregonus kiyi,
Coregonus kiyi,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Kiyi,Unknown,FALSE,TRUE,FALSE,wisconsin,Coregonus kiyi,
Coregonus reighardi,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,illinois,Coregonus reighardi,
Coregonus reighardi,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,indiana,Coregonus reighardi,
Coregonus reighardi,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,michigan,Coregonus reighardi,
Coregonus reighardi,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,new york,Coregonus reighardi,
Coregonus reighardi,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortnose Cisco,NA,FALSE,TRUE,FALSE,wisconsin,Coregonus reighardi,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,illinois,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,indiana,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,michigan,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,minnesota,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,new york,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,pennsylvania,Coregonus zenithicus,
Coregonus zenithicus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,Shortjaw Cisco,NA,FALSE,TRUE,FALSE,wisconsin,Coregonus zenithicus,
Cortinarius pavelekii,EN,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,NA,Decreasing,FALSE,FALSE,TRUE,oregon,Cortinarius pavelekii,
Coryphopterus alloides,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Barfin Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus alloides,
Coryphopterus eidolon,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Pallid Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus eidolon,
Coryphopterus hyalinus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Glass Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus hyalinus,
Coryphopterus lipernes,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Peppermint Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus lipernes,
Coryphopterus personatus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Masked Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus personatus,
Coryphopterus thrix,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Bartail Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus thrix,
Coryphopterus tortugae,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Coryphopterus,Patch-reef Goby,Unknown,TRUE,FALSE,FALSE,florida,Coryphopterus tortugae,
Cosmocampus balli,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Cosmocampus,Ball's Pipefish,Unknown,TRUE,FALSE,FALSE,hawaii,Cosmocampus balli,
Cottus extensus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Bear Lake Sculpin,Unknown,FALSE,TRUE,FALSE,idaho,Cottus extensus,
Cottus extensus,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Bear Lake Sculpin,Unknown,FALSE,TRUE,FALSE,utah,Cottus extensus,
Cottus paulus,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Pygmy Sculpin,Stable,FALSE,TRUE,FALSE,alabama,Cottus paulus,
Cottus tenuis,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Cottus,Slender Sculpin,Unknown,FALSE,TRUE,FALSE,oregon,Cottus tenuis,
Crangonyx dearolfi,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Pennsylvania Cave Amphipod,NA,FALSE,TRUE,FALSE,maryland,Crangonyx dearolfi,
Crangonyx dearolfi,EN,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Pennsylvania Cave Amphipod,NA,FALSE,TRUE,FALSE,pennsylvania,Crangonyx dearolfi,
Crangonyx grandimanus,VU,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Florida Cave Amphipod,NA,FALSE,TRUE,FALSE,florida,Crangonyx grandimanus,
Crangonyx hobbsi,VU,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Crangonyx,Hobb's Cave Amphipod,NA,FALSE,TRUE,FALSE,florida,Crangonyx hobbsi,
Crematogaster pilosa,VU,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Crematogaster,NA,NA,FALSE,FALSE,TRUE,indiana,Crematogaster pilosa,
Crenichthys baileyi,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Crenichthys,White River Springfish,Decreasing,FALSE,TRUE,FALSE,nevada,Crenichthys baileyi,
Crenichthys nevadae,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,CYPRINODONTIDAE,Crenichthys,Railroad Valley Springfish,Unknown,FALSE,TRUE,FALSE,nevada,Crenichthys nevadae,
Crocodylus acutus,VU,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodylus,American Crocodile,Increasing,TRUE,TRUE,TRUE,florida,Crocodylus acutus,
Crotaphytus reticulatus,VU,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CROTAPHYTIDAE,Crotaphytus,Reticulate Collared Lizard,Decreasing,FALSE,FALSE,TRUE,texas,Crotaphytus reticulatus,
Cryptomastix magnidentata,VU,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,POLYGYRIDAE,Cryptomastix,Mission Creek Oregonian,NA,FALSE,FALSE,TRUE,idaho,Cryptomastix magnidentata,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,alabama,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,arkansas,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,florida,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,illinois,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,indiana,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,iowa,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,louisiana,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,minnesota,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,mississippi,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,missouri,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,oklahoma,Crystallaria asprella,
Crystallaria asprella,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Crystal Darter,Decreasing,FALSE,TRUE,FALSE,wisconsin,Crystallaria asprella,
Crystallaria cincotta,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Diamond Darter,Decreasing,FALSE,TRUE,FALSE,kentucky,Crystallaria cincotta,
Crystallaria cincotta,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Diamond Darter,Decreasing,FALSE,TRUE,FALSE,ohio,Crystallaria cincotta,
Crystallaria cincotta,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Diamond Darter,Decreasing,FALSE,TRUE,FALSE,tennessee,Crystallaria cincotta,
Crystallaria cincotta,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Crystallaria,Diamond Darter,Decreasing,FALSE,TRUE,FALSE,west virginia,Crystallaria cincotta,
Ctenitis squamigera,CR,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,Ctenitis,Pacific Lacefern,NA,FALSE,FALSE,TRUE,hawaii,Ctenitis squamigera,
Ctenogobius claytonii,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Ctenogobius,Mexican Goby,Unknown,TRUE,TRUE,FALSE,texas,Ctenogobius claytonii,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,arkansas,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,iowa,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,tennessee,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,illinois,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,west virginia,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,alabama,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,minnesota,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,virginia,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,wisconsin,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,missouri,Cumberlandia monodonta,
Cumberlandia monodonta,EN,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Cumberlandia,Spectaclecase,Decreasing,FALSE,TRUE,FALSE,kentucky,Cumberlandia monodonta,
Cupressus arizonica,EN,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Arizona Cypress,Unknown,FALSE,FALSE,TRUE,california,Cupressus arizonica,var. nevadensis and var. stephensonii
Cupressus bakeri,VU,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Baker Cypress,Decreasing,FALSE,FALSE,TRUE,california,Cupressus bakeri,
Cupressus bakeri,VU,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Baker Cypress,Decreasing,FALSE,FALSE,TRUE,oregon,Cupressus bakeri,
Cupressus goveniana,EN,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Gowen Cypress,Decreasing,FALSE,FALSE,TRUE,california,Cupressus goveniana,
Cupressus guadalupensis,EN,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Guadalupe Cypress,Decreasing,FALSE,FALSE,TRUE,california,Cupressus guadalupensis,
Cupressus macrocarpa,VU,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Monterey Cypress,Stable,FALSE,FALSE,TRUE,california,Cupressus macrocarpa,
Cupressus sargentii,VU,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,Cupressus,Sargent Cypress,Decreasing,FALSE,FALSE,TRUE,california,Cupressus sargentii,
Cyanea aculeatiflora,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Prickly-flower Cyanea,NA,FALSE,FALSE,TRUE,hawaii,Cyanea aculeatiflora,
Cyanea acuminata,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Honolulu Cyanea,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea acuminata,
Cyanea asarifolia,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea asarifolia,
Cyanea asplenifolia,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea asplenifolia,
Cyanea calycina,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea calycina,
Cyanea copelandii,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea copelandii,
Cyanea crispa,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea crispa,
Cyanea dunbariae,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea dunbariae,
Cyanea fauriei,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea coriacea,
Cyanea gibsonii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea gibsonii,
Cyanea glabra,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea glabra,
Cyanea grimesiana,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea grimesiana,
Cyanea habenata,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea habenata,
Cyanea hamatiflora,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea hamatiflora,
Cyanea hardyi,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,NA,FALSE,FALSE,TRUE,hawaii,Cyanea hardyi,
Cyanea horrida,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea horrida,
Cyanea humboldtiana,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea humboldtiana,
Cyanea kolekoleensis,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea kolekoleensis,
Cyanea konahuanuiensis,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea konahuanuiensis,
Cyanea koolauensis,EN,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea koolauensis,
Cyanea kuhihewa,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea kuhihewa,
Cyanea leptostegia,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Giant Koke'e Cyanea,NA,FALSE,FALSE,TRUE,hawaii,Cyanea leptostegia,
Cyanea lobata,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea lobata,
Cyanea longiflora,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea longiflora,
Cyanea magnicalyx,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea magnicalyx,
Cyanea mannii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea mannii,
Cyanea marksii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Mark's Cyanea,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea marksii,
Cyanea mceldowneyi,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea mceldowneyi,
Cyanea membranacea,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Unknown,FALSE,FALSE,TRUE,hawaii,Cyanea membranacea,
Cyanea platyphylla,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea platyphylla,
Cyanea procera,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Haha,NA,FALSE,FALSE,TRUE,hawaii,Cyanea procera,
Cyanea remyi,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea remyi,
Cyanea rivularis,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea rivularis,
Cyanea shipmanii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea shipmanii,
Cyanea solenocalyx,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Molokai Cyanea,NA,FALSE,FALSE,TRUE,hawaii,Cyanea solenocalyx,
Cyanea stictophylla,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,NA,FALSE,FALSE,TRUE,hawaii,Cyanea stictophylla,
Cyanea st-johnii,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,St John's Rollandia,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea,
Cyanea tritomantha,VU,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,NA,FALSE,FALSE,TRUE,hawaii,Cyanea tritomantha,
Cyanea truncata,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,Punaluu Cyanea,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea truncata,
Cyanea undulata,CR,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,Cyanea,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyanea undulata,
Cycloptilum irregularis,VU,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,MOGOPLISTIDAE,Cycloptilum,Keys Scaly Cricket,NA,FALSE,FALSE,TRUE,florida,Cycloptilum irregularis,
Cyclosorus boydiae,EN,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,THELYPTERIDACEAE,Cyclosorus,Boyd's Maidenfern,Decreasing,FALSE,FALSE,TRUE,hawaii,Christella boydiae,
Cyclosorus wailele,EN,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,THELYPTERIDACEAE,Cyclosorus,Waioli Valley Maidenfern,Decreasing,FALSE,FALSE,TRUE,hawaii,Christella wailele,
Cynomys parvidens,EN,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Cynomys,Utah Prairie Dog,Decreasing,FALSE,FALSE,TRUE,utah,Cynomys parvidens,
Cyperus pennatiformis,EN,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,Cyperus,NA,Decreasing,FALSE,FALSE,TRUE,hawaii,Cyperus pennatiformis,
Cyprinella caerulea,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Cyprinella,Blue Shiner,Decreasing,FALSE,TRUE,FALSE,alabama,Cyprinella caerulea,
Cyprinella caerulea,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Cyprinella,Blue Shiner,Decreasing,FALSE,TRUE,FALSE,georgia,Cyprinella caerulea,
