"","species","category","kingdom","phylum","class","order","family","genus","main_common_name","population_trend","marine_system","freshwater_system","terrestrial_system","state","acceptedName"
"987","Chasmistes cujus","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Chasmistes","Cui-ui","Increasing",FALSE,TRUE,FALSE,"nevada","Chasmistes cujus"
"988","Chasmistes liorus","CR","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CATOSTOMIDAE","Chasmistes","June Sucker","Decreasing",FALSE,TRUE,FALSE,"utah","Chasmistes liorus"
"989","Cheirodendron dominii","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Cheirodendron","Domin's Club","Decreasing",FALSE,FALSE,TRUE,"hawaii","Cheirodendron dominii"
"990","Cheirodendron fauriei","EN","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Cheirodendron",NA,"Unknown",FALSE,FALSE,TRUE,"hawaii","Cheirodendron fauriei"
"991","Cheirodendron forbesii","VU","PLANTAE","TRACHEOPHYTA","MAGNOLIOPSIDA","APIALES","ARALIACEAE","Cheirodendron",NA,NA,FALSE,FALSE,TRUE,"hawaii","Cheirodendron forbesii"
"992","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"alabama","Chelonia mydas"
"993","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"california","Chelonia mydas"
"994","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"connecticut","Chelonia mydas"
"995","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"delaware","Chelonia mydas"
"996","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"florida","Chelonia mydas"
"997","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"georgia","Chelonia mydas"
"998","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"hawaii","Chelonia mydas"
"999","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"louisiana","Chelonia mydas"
"1000","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"maine","Chelonia mydas"
"1001","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"maryland","Chelonia mydas"
"1002","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"massachusetts","Chelonia mydas"
"1003","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"mississippi","Chelonia mydas"
"1004","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"new jersey","Chelonia mydas"
"1005","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"new york","Chelonia mydas"
"1006","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"north carolina","Chelonia mydas"
"1007","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"oregon","Chelonia mydas"
"1008","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"rhode island","Chelonia mydas"
"1009","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"south carolina","Chelonia mydas"
"1010","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"texas","Chelonia mydas"
"1011","Chelonia mydas","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","CHELONIIDAE","Chelonia","Green Turtle","Decreasing",TRUE,FALSE,TRUE,"virginia","Chelonia mydas"
"1012","Chloealtis aspasma","VU","ANIMALIA","ARTHROPODA","INSECTA","ORTHOPTERA","ACRIDIDAE","Chloealtis","Siskiyou Chloealtis Grasshopper",NA,FALSE,FALSE,TRUE,"oregon","Chloealtis aspasma"
"1013","Chlorodrepanis flava","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE","Chlorodrepanis","Oahu Amakihi","Stable",FALSE,FALSE,TRUE,"hawaii","Chlorodrepanis flava"
"1014","Chlorodrepanis stejnegeri","VU","ANIMALIA","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE","Chlorodrepanis","Kauai Amakihi","Increasing",FALSE,FALSE,TRUE,"hawaii","Chlorodrepanis stejnegeri"
"1015","Chrosomus cumberlandensis","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Blackside Dace","Decreasing",FALSE,TRUE,FALSE,"kentucky","Chrosomus cumberlandensis"
"1016","Chrosomus cumberlandensis","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Blackside Dace","Decreasing",FALSE,TRUE,FALSE,"tennessee","Chrosomus cumberlandensis"
"1017","Chrosomus cumberlandensis","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Blackside Dace","Decreasing",FALSE,TRUE,FALSE,"virginia","Chrosomus cumberlandensis"
"1018","Chrosomus saylori","EN","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Laurel Dace","Unknown",FALSE,TRUE,FALSE,"tennessee","Chrosomus saylori"
"1019","Chrosomus tennesseensis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Tennessee Dace","Decreasing",FALSE,TRUE,FALSE,"georgia","Chrosomus tennesseensis"
"1020","Chrosomus tennesseensis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Tennessee Dace","Decreasing",FALSE,TRUE,FALSE,"tennessee","Chrosomus tennesseensis"
"1021","Chrosomus tennesseensis","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","CYPRINIFORMES","CYPRINIDAE","Chrosomus","Tennessee Dace","Decreasing",FALSE,TRUE,FALSE,"virginia","Chrosomus tennesseensis"
"1022","Chrysodracon aurea","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon",NA,"Unknown",FALSE,FALSE,TRUE,"hawaii","Dracaena aurea"
"1023","Chrysodracon auwahiensis","VU","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon",NA,NA,FALSE,FALSE,TRUE,"hawaii","Dracaena rockii"
"1024","Chrysodracon fernaldii","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon",NA,NA,FALSE,FALSE,TRUE,"hawaii","Dracaena fernaldii"
"1025","Chrysodracon forbesii","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon","Forbes' Dracaena",NA,FALSE,FALSE,TRUE,"hawaii","Dracaena forbesii"
"1026","Chrysodracon halapepe","VU","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon",NA,NA,FALSE,FALSE,TRUE,"hawaii","Dracaena halaapepe"
"1027","Chrysodracon hawaiiensis","EN","PLANTAE","TRACHEOPHYTA","LILIOPSIDA","ASPARAGALES","ASPARAGACEAE","Chrysodracon",NA,NA,FALSE,FALSE,TRUE,"hawaii","Dracaena konaensis"
"1028","Cibotium nealiae","EN","PLANTAE","TRACHEOPHYTA","POLYPODIOPSIDA","CYATHEALES","CIBOTIACEAE","Cibotium",NA,"Decreasing",FALSE,FALSE,TRUE,"hawaii","Cibotium nealiae"
"1029","Cicindela albissima","CR","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Coral Pink Sand Dunes Tiger Beetle","Stable",FALSE,FALSE,TRUE,"utah","Cicindela albissima"
"1030","Cicindela columbica","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Columbia River Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"idaho","Cicindela columbica"
"1031","Cicindela columbica","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Columbia River Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"oregon","Cicindela columbica"
"1032","Cicindela columbica","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Columbia River Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"washington","Cicindela columbica"
"1033","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"alabama","Cicindela marginipennis"
"1034","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"indiana","Cicindela marginipennis"
"1035","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"kentucky","Cicindela marginipennis"
"1036","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"maine","Cicindela marginipennis"
"1037","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"massachusetts","Cicindela marginipennis"
"1038","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"mississippi","Cicindela marginipennis"
"1039","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"new hampshire","Cicindela marginipennis"
"1040","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"new jersey","Cicindela marginipennis"
"1041","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"new york","Cicindela marginipennis"
"1042","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"ohio","Cicindela marginipennis"
"1043","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"pennsylvania","Cicindela marginipennis"
"1044","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"south carolina","Cicindela marginipennis"
"1045","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"vermont","Cicindela marginipennis"
"1046","Cicindela marginipennis","VU","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Cobblestone Tiger Beetle","Unknown",FALSE,TRUE,TRUE,"west virginia","Cicindela marginipennis"
"1047","Cicindela puritana","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Puritan Tiger Beetle","Unknown",FALSE,FALSE,TRUE,"connecticut","Ellipsoptera puritana"
"1048","Cicindela puritana","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Puritan Tiger Beetle","Unknown",FALSE,FALSE,TRUE,"massachusetts","Ellipsoptera puritana"
"1049","Cicindela puritana","EN","ANIMALIA","ARTHROPODA","INSECTA","COLEOPTERA","CICINDELIDAE","Cicindela","Puritan Tiger Beetle","Unknown",FALSE,FALSE,TRUE,"maryland","Ellipsoptera puritana"
"1050","Cladonia perforata","EN","FUNGI","ASCOMYCOTA","LECANOROMYCETES","LECANORALES","CLADONIACEAE","Cladonia","Florida Perforate Reindeer Lichen","Unknown",FALSE,FALSE,TRUE,"florida","Cladonia perforata"
"1051","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"alabama","Clangula hyemalis"
"1052","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"alaska","Clangula hyemalis"
"1053","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"arizona","Clangula hyemalis"
"1054","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"arkansas","Clangula hyemalis"
"1055","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"california","Clangula hyemalis"
"1056","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"colorado","Clangula hyemalis"
"1057","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"connecticut","Clangula hyemalis"
"1058","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"delaware","Clangula hyemalis"
"1059","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"georgia","Clangula hyemalis"
"1060","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"idaho","Clangula hyemalis"
"1061","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"illinois","Clangula hyemalis"
"1062","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"indiana","Clangula hyemalis"
"1063","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"iowa","Clangula hyemalis"
"1064","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"kansas","Clangula hyemalis"
"1065","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"kentucky","Clangula hyemalis"
"1066","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"maine","Clangula hyemalis"
"1067","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"maryland","Clangula hyemalis"
"1068","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"massachusetts","Clangula hyemalis"
"1069","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"michigan","Clangula hyemalis"
"1070","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"minnesota","Clangula hyemalis"
"1071","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"mississippi","Clangula hyemalis"
"1072","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"missouri","Clangula hyemalis"
"1073","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"nebraska","Clangula hyemalis"
"1074","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"new hampshire","Clangula hyemalis"
"1075","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"new jersey","Clangula hyemalis"
"1076","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"new york","Clangula hyemalis"
"1077","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"north carolina","Clangula hyemalis"
"1078","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"north dakota","Clangula hyemalis"
"1079","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"ohio","Clangula hyemalis"
"1080","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"oklahoma","Clangula hyemalis"
"1081","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"oregon","Clangula hyemalis"
"1082","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"pennsylvania","Clangula hyemalis"
"1083","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"rhode island","Clangula hyemalis"
"1084","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"south carolina","Clangula hyemalis"
"1085","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"south dakota","Clangula hyemalis"
"1086","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"tennessee","Clangula hyemalis"
"1087","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"utah","Clangula hyemalis"
"1088","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"vermont","Clangula hyemalis"
"1089","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"virginia","Clangula hyemalis"
"1090","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"washington","Clangula hyemalis"
"1091","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"west virginia","Clangula hyemalis"
"1092","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"wisconsin","Clangula hyemalis"
"1093","Clangula hyemalis","VU","ANIMALIA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE","Clangula","Long-tailed Duck","Decreasing",TRUE,TRUE,TRUE,"wyoming","Clangula hyemalis"
"1094","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"connecticut","Clemmys guttata"
"1095","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"delaware","Clemmys guttata"
"1096","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"florida","Clemmys guttata"
"1097","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"georgia","Clemmys guttata"
"1098","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"illinois","Clemmys guttata"
"1099","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"indiana","Clemmys guttata"
"1100","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"maine","Clemmys guttata"
"1101","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"maryland","Clemmys guttata"
"1102","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"massachusetts","Clemmys guttata"
"1103","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"michigan","Clemmys guttata"
"1104","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"new hampshire","Clemmys guttata"
"1105","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"new jersey","Clemmys guttata"
"1106","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"new york","Clemmys guttata"
"1107","Clemmys guttata","EN","ANIMALIA","CHORDATA","REPTILIA","TESTUDINES","EMYDIDAE","Clemmys","Spotted Turtle","Decreasing",FALSE,TRUE,TRUE,"north carolina","Clemmys guttata"
