"","species","category","kingdom","phylum","class","order","family","genus","main_common_name","population_trend","marine_system","freshwater_system","terrestrial_system","state","acceptedName"
"4350","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"north carolina","Balistes capriscus"
"4351","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"south carolina","Balistes capriscus"
"4352","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"georgia","Balistes capriscus"
"4353","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"florida","Balistes capriscus"
"4354","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"alabama","Balistes capriscus"
"4355","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"mississippi","Balistes capriscus"
"4356","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"louisiana","Balistes capriscus"
"4357","Balistes capriscus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","TETRAODONTIFORMES","BALISTIDAE","Balistes","Gray Triggerfish","Decreasing",TRUE,FALSE,FALSE,"texas","Balistes capriscus"
"4358","Caecidotea macropoda","VU","ANIMALIA","ARTHROPODA","MALACOSTRACA","ISOPODA","ASELLIDAE","Caecidotea","Bat Cave Isopod",NA,FALSE,TRUE,FALSE,"arkansas","Caecidotea macropropoda"
"4359","Caecidotea macropoda","VU","ANIMALIA","ARTHROPODA","MALACOSTRACA","ISOPODA","ASELLIDAE","Caecidotea","Bat Cave Isopod",NA,FALSE,TRUE,FALSE,"oklahoma","Caecidotea macropropoda"
"4360","Carcharhinus brevipinna","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Spinner Shark","Unknown",TRUE,FALSE,FALSE,"florida","Carcharhinus brevipinna"
"4361","Carcharhinus brevipinna","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Spinner Shark","Unknown",TRUE,FALSE,FALSE,"louisiana","Carcharhinus brevipinna"
"4362","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"virginia","Carcharhinus longimanus"
"4363","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"texas","Carcharhinus longimanus"
"4364","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"south carolina","Carcharhinus longimanus"
"4365","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"rhode island","Carcharhinus longimanus"
"4366","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"north carolina","Carcharhinus longimanus"
"4367","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"new york","Carcharhinus longimanus"
"4368","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"new jersey","Carcharhinus longimanus"
"4369","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"new hampshire","Carcharhinus longimanus"
"4370","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"mississippi","Carcharhinus longimanus"
"4371","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"massachusetts","Carcharhinus longimanus"
"4372","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"maryland","Carcharhinus longimanus"
"4373","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"maine","Carcharhinus longimanus"
"4374","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"louisiana","Carcharhinus longimanus"
"4375","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"hawaii","Carcharhinus longimanus"
"4376","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"georgia","Carcharhinus longimanus"
"4377","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"florida","Carcharhinus longimanus"
"4378","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"delaware","Carcharhinus longimanus"
"4379","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"connecticut","Carcharhinus longimanus"
"4380","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"california","Carcharhinus longimanus"
"4381","Carcharhinus longimanus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","Oceanic Whitetip Shark","Decreasing",TRUE,FALSE,FALSE,"alabama","Carcharhinus longimanus"
"4382","Coryphopterus alloides","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","Barfin Goby","Unknown",TRUE,FALSE,FALSE,"florida","Coryphopterus alloides"
"4383","Coryphopterus hyalinus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","Glass Goby","Unknown",TRUE,FALSE,FALSE,"florida","Coryphopterus hyalinus"
"4384","Coryphopterus lipernes","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","Peppermint Goby","Unknown",TRUE,FALSE,FALSE,"florida","Coryphopterus lipernes"
"4385","Coryphopterus tortugae","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Coryphopterus","Patch-reef Goby","Unknown",TRUE,FALSE,FALSE,"florida","Coryphopterus tortugae"
"4386","Galeorhinus galeus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Galeorhinus","Tope","Decreasing",TRUE,FALSE,FALSE,"california","Galeorhinus galeus"
"4387","Galeorhinus galeus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Galeorhinus","Tope","Decreasing",TRUE,FALSE,FALSE,"hawaii","Galeorhinus galeus"
"4388","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"massachusetts","Gymnura altavela"
"4389","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"rhode island","Gymnura altavela"
"4390","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"connecticut","Gymnura altavela"
"4391","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"new york","Gymnura altavela"
"4392","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"new jersey","Gymnura altavela"
"4393","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"delaware","Gymnura altavela"
"4394","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"maryland","Gymnura altavela"
"4395","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"virginia","Gymnura altavela"
"4396","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"north carolina","Gymnura altavela"
"4397","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"south carolina","Gymnura altavela"
"4398","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"georgia","Gymnura altavela"
"4399","Gymnura altavela","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","RAJIFORMES","GYMNURIDAE","Gymnura","Spiny Butterfly Ray","Decreasing",TRUE,FALSE,FALSE,"florida","Gymnura altavela"
"4400","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"north carolina","Hyporthodus flavolimbatus"
"4401","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"south carolina","Hyporthodus flavolimbatus"
"4402","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"georgia","Hyporthodus flavolimbatus"
"4403","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"florida","Hyporthodus flavolimbatus"
"4404","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"alabama","Hyporthodus flavolimbatus"
"4405","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"mississippi","Hyporthodus flavolimbatus"
"4406","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"louisiana","Hyporthodus flavolimbatus"
"4407","Hyporthodus flavolimbatus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Hyporthodus","Yellowedge Grouper","Decreasing",TRUE,FALSE,FALSE,"texas","Hyporthodus flavolimbatus"
"4408","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"maine","Isurus oxyrinchus"
"4409","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"new hampshire","Isurus oxyrinchus"
"4410","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"massachusetts","Isurus oxyrinchus"
"4411","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"rhode island","Isurus oxyrinchus"
"4412","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"connecticut","Isurus oxyrinchus"
"4413","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"new york","Isurus oxyrinchus"
"4414","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"new jersey","Isurus oxyrinchus"
"4415","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"delaware","Isurus oxyrinchus"
"4416","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"maryland","Isurus oxyrinchus"
"4417","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"virginia","Isurus oxyrinchus"
"4418","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"north carolina","Isurus oxyrinchus"
"4419","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"south carolina","Isurus oxyrinchus"
"4420","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"georgia","Isurus oxyrinchus"
"4421","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"florida","Isurus oxyrinchus"
"4422","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"alabama","Isurus oxyrinchus"
"4423","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"mississippi","Isurus oxyrinchus"
"4424","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"louisiana","Isurus oxyrinchus"
"4425","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"texas","Isurus oxyrinchus"
"4426","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"california","Isurus oxyrinchus"
"4427","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"oregon","Isurus oxyrinchus"
"4428","Isurus oxyrinchus","VU","ANIMALIA","CHORDATA","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","Shortfin Mako","Decreasing",TRUE,FALSE,FALSE,"washington","Isurus oxyrinchus"
"4429","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"north carolina","Lachnolaimus maximus"
"4430","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"south carolina","Lachnolaimus maximus"
"4431","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"georgia","Lachnolaimus maximus"
"4432","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"florida","Lachnolaimus maximus"
"4433","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"alabama","Lachnolaimus maximus"
"4434","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"mississippi","Lachnolaimus maximus"
"4435","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"louisiana","Lachnolaimus maximus"
"4436","Lachnolaimus maximus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LABRIDAE","Lachnolaimus","Hogfish","Decreasing",TRUE,FALSE,FALSE,"texas","Lachnolaimus maximus"
"4437","Leptothorax duloticus","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Leptothorax",NA,NA,FALSE,FALSE,TRUE,"michigan","Leptothorax duloticus"
"4438","Leptothorax duloticus","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Leptothorax",NA,NA,FALSE,FALSE,TRUE,"illinois","Leptothorax duloticus"
"4439","Leptothorax duloticus","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Leptothorax",NA,NA,FALSE,FALSE,TRUE,"indiana","Leptothorax duloticus"
"4440","Leptothorax duloticus","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Leptothorax",NA,NA,FALSE,FALSE,TRUE,"ohio","Leptothorax duloticus"
"4441","Leptothorax duloticus","VU","ANIMALIA","ARTHROPODA","INSECTA","HYMENOPTERA","FORMICIDAE","Leptothorax",NA,NA,FALSE,FALSE,TRUE,"new york","Leptothorax duloticus"
"4442","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"north carolina","Lutjanus campechanus"
"4443","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"south carolina","Lutjanus campechanus"
"4444","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"georgia","Lutjanus campechanus"
"4445","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"florida","Lutjanus campechanus"
"4446","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"alabama","Lutjanus campechanus"
"4447","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"mississippi","Lutjanus campechanus"
"4448","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"louisiana","Lutjanus campechanus"
"4449","Lutjanus campechanus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Red Snapper","Decreasing",TRUE,FALSE,FALSE,"texas","Lutjanus campechanus"
"4450","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"maine","Lutjanus cyanopterus"
"4451","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"new hampshire","Lutjanus cyanopterus"
"4452","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"massachusetts","Lutjanus cyanopterus"
"4453","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"connecticut","Lutjanus cyanopterus"
"4454","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"rhode island","Lutjanus cyanopterus"
"4455","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"new york","Lutjanus cyanopterus"
"4456","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"new jersey","Lutjanus cyanopterus"
"4457","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"delaware","Lutjanus cyanopterus"
"4458","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"maryland","Lutjanus cyanopterus"
"4459","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"virginia","Lutjanus cyanopterus"
"4460","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"north carolina","Lutjanus cyanopterus"
"4461","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"south carolina","Lutjanus cyanopterus"
"4462","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"georgia","Lutjanus cyanopterus"
"4463","Lutjanus cyanopterus","VU","ANIMALIA","CHORDATA","ACTINOPTERYGII","PERCIFORMES","LUTJANIDAE","Lutjanus","Cubera Snapper","Decreasing",TRUE,FALSE,FALSE,"florida","Lutjanus cyanopterus"
